{904484,245676}
{-269250,-715023}
{621248,-583025}
{-308212,374114}
{515850,-493796}
{-358749,-498174}
{-42959,-143906}
{587060,38057}
{-324809,-438210}
{-973194,-483112}
{510554,595002}
{378478,983594}
{574264,-452364}
{487940,883296}
{962163,-364529}
{812625,559266}
{204820,768492}
{669207,-290954}
{-354739,-35524}
{-892071,-146044}
{15006,436346}
{67445,589343}
{-383841,97329}
{-356459,-370897}
{691069,776291}
{427991,577035}
{990200,515947}
{-668677,-385602}
{778898,-742128}
{-660088,912950}
{-285342,-277392}
{-703873,-758578}
{-824678,-792216}
{-639112,35398}
{18809,-548579}
{250334,408167}
{756129,912574}
{481765,978645}
{354300,-964407}
{-941326,971614}
{294851,-18670}
{170078,81773}
{123912,-394872}
{83033,921978}
{-953334,773878}
{178572,239204}
{45558,628044}
{963593,271385}
{-400484,710907}
{862624,277949}
{-460031,879282}
{-994361,382226}
{-672808,-938291}
{-945625,902751}
{-418103,15064}
{-648950,640139}
{-95004,138496}
{-180724,462662}
{-126265,-183819}
{-180200,-623818}
{759147,222886}
{-258101,251452}
{-174930,-57898}
{71465,910314}
{-86081,-161095}
{983754,907561}
{-2699,267643}
{694423,554407}
{972068,-195339}
{-421430,-906372}
{231808,457239}
{217806,506742}
{-934861,-89192}
{810094,-65632}
{606631,514193}
{-780235,-273121}
{882892,500970}
{433752,-456180}
{408610,487332}
{799471,-448803}
{-698910,-689944}
{-53246,-358795}
{125850,479429}
{978587,-176885}
{-258009,-202798}
{-603696,875820}
{-90895,-675721}
{912724,-143196}
{662518,639136}
{-107215,894140}
{-389418,-176148}
{681616,266480}
{-549388,149885}
{165254,-202387}
{944356,665015}
{-2630,-468712}
{159850,-417910}
{-142776,-55628}
{-722616,937197}
{103308,380856}
{-709954,324278}
{593445,649858}
{923273,-394879}
{-160082,-628050}
{8436,623996}
{876509,720406}
{-429899,40355}
{-379778,-704403}
{470451,-483440}
{73845,-120195}
{-485168,-441521}
{934163,483681}
{-115530,130810}
{-824299,-628163}
{-27316,824404}
{-608228,-15326}
{-75985,661074}
{-150562,-665449}
{851842,-799480}
{695039,247102}
{-946336,358107}
{747627,-61830}
{173286,700538}
{-933539,-378691}
{733129,-196353}
{-376533,556419}
{-5769,-532878}
{194557,548377}
{676392,430025}
{-411252,-235961}
{-415087,-884551}
{-652362,-913648}
{821506,306179}
{-8801,-944913}
{-255495,-233878}
{776270,-109443}
{-725737,-913680}
{-68322,240025}
{-604638,-387533}
{387817,679488}
{929680,444360}
{885263,471551}
{-867062,109308}
{524683,132992}
{276719,905908}
{233310,-383948}
{789008,-613446}
{-591160,-423145}
{-797099,977820}
{-775276,341618}
{-673299,-322668}
{188177,-966900}
{-20830,-846936}
{537239,-610587}
{-2364,-21569}
{-553964,151362}
{349218,-551922}
{615551,-285330}
{-862966,-5329}
{582157,-516038}
{882035,-894126}
{112355,-264018}
{765743,745243}
{-767301,-670768}
{-62785,759511}
{-634729,485685}
{-171338,-67335}
{-18742,-356482}
{-983345,-838550}
{273819,728919}
{425154,-877768}
{-407765,827472}
{289725,185885}
{150322,-459147}
{-718084,75156}
{-146854,156101}
{-719245,-744398}
{-615718,-69625}
{984477,-751825}
{495928,899791}
{684777,-265605}
{275745,675260}
{-288232,249153}
{-219052,602284}
{-918405,-968361}
{856997,611992}
{985378,233714}
{461611,303957}
{737680,536986}
{-849812,525753}
{999660,610129}
{-217159,-194007}
{-596093,-706685}
{200352,-294562}
{682493,185535}
{-698780,-845991}
{-614553,486883}
{-113720,-639407}
{-824540,850590}
{-498947,177263}
{-725464,66628}
{721124,-630046}
{926466,-584720}
{-860571,-98703}
{-332185,457987}
{116720,-596283}
{865429,501459}
{528468,977915}
{-599668,179748}
{-442732,242908}
{662373,-549941}
{776837,-35065}
{752730,591925}
{627444,847710}
{672078,894248}
{546389,454478}
{-953704,-466848}
{481018,802631}
{-55882,-221831}
{519716,497238}
{268447,-178894}
{-314368,-425763}
{-894271,186992}
{710671,-105215}
{831194,-97807}
{318818,492600}
{253010,-762918}
{489827,563670}
{-867818,691164}
{287667,687131}
{955436,-659596}
{552591,-367479}
{-892373,214494}
{365725,-141388}
{458524,428459}
{164461,-262122}
{771692,-251462}
{107211,-278296}
{-331215,-765753}
{739702,304589}
{-117017,880263}
{-781676,138475}
{-925957,225548}
{-596062,159694}
{959457,945612}
{-349749,-647814}
{-680299,120269}
{-65297,-570573}
{980941,702056}
{472485,521315}
{444464,525857}
{753034,-926778}
{615207,816156}
{133295,-201418}
{-914535,-270592}
{-783545,-199145}
{-810499,-45600}
{-260230,236923}
{-832279,782218}
{-485330,-334800}
{618384,-620991}
{-133424,-602272}
{-662596,546290}
{-232528,-729124}
{165134,-881509}
{-860140,685557}
{399712,-314728}
{213769,-22577}
{837482,-620830}
{984476,-55864}
{614465,611710}
{-384588,-927018}
{-634058,12085}
{926959,705114}
{-683917,730211}
{224867,-248337}
{914855,588753}
{610768,64900}
{-765271,-590724}
{535944,218079}
{-326267,-182697}
{-446307,616894}
{-463150,-546408}
{136891,787364}
{182410,988076}
{-539233,-536909}
{248085,-491360}
{-163873,-991029}
{-976604,261865}
{98534,590132}
{-262862,-286699}
{-931284,-488499}
{487179,425371}
{529549,-849415}
{-608412,117161}
{605712,780924}
{837414,-42223}
{958547,534631}
{768894,139661}
{-932393,-850870}
{-104733,-445982}
{275518,-967416}
{191669,174713}
{748265,-898196}
{35424,40126}
{-91273,733879}
{-914587,597343}
{538699,266549}
{761451,314713}
{563426,920899}
{922204,552476}
{88247,-256146}
{-909589,-636142}
{-389529,-379528}
{-799059,-669594}
{-462081,499688}
{-685673,-260499}
{-133528,-522693}
{-314008,-244699}
{562838,-562926}
{-834117,-510287}
{606087,564759}
{-903684,261401}
{-207494,-589295}
{612490,-179264}
{68190,838749}
{-295625,-302953}
{-621291,367889}
{583446,-716051}
{-804990,-631677}
{552161,592937}
{-172667,-689821}
{550525,49673}
{571042,-519413}
{-8867,762130}
{725244,-122564}
{-526693,53720}
{-156424,558855}
{-96975,-505239}
{852522,91797}
{64143,-540262}
{66891,538852}
{437539,224416}
{-430999,508470}
{222595,807874}
{766088,-643102}
{-37018,-651204}
{-343399,811086}
{-921470,79727}
{-966521,-582619}
{-919560,-85340}
{-191014,-345248}
