{576221,356509}
{-818620,-955921}
{550318,-313163}
{-912997,-54639}
{619917,-492753}
{-627541,-650058}
{-858602,365037}
{-434618,828922}
{255598,-559312}
{759392,668226}
{325306,-702581}
{-729788,684049}
{-500494,-547753}
{830880,-262325}
{529803,-59534}
{-293150,-493758}
{110884,659964}
{86801,-698486}
{-828078,168910}
{195285,944569}
{-548260,-342314}
{-208631,-587120}
{269000,221353}
{90608,629397}
{-805181,-108768}
{-617550,822589}
{-245318,-40490}
{881457,173382}
{514379,-845855}
{-157333,498443}
{635128,506983}
{471906,964228}
{-944240,-687568}
{-398748,44414}
{-20154,-603170}
{-106962,-368325}
{292247,381350}
{-165654,-912913}
{-636587,-563516}
{-74775,422578}
{-600739,617803}
{620302,162053}
{265621,-579065}
{541774,-549423}
{-680069,-320599}
{847564,-683503}
{-171907,629643}
{774763,-784196}
{680866,-411987}
{582715,978622}
{339262,257918}
{23574,752055}
{256613,-67865}
{-824666,-106827}
{-516887,-761754}
{307189,-222648}
{-984947,807721}
{727175,934496}
{-381026,984472}
{-36754,626744}
{327680,916044}
{482976,667417}
{-796339,-847010}
{-12117,-91582}
{741293,-564724}
{722644,571903}
{-728633,26770}
{-811401,577253}
{385121,809925}
{-553166,423458}
{-425010,-971533}
{377125,-434191}
{999417,105383}
{-535133,-344230}
{-752161,-547651}
{61512,-702641}
{655200,-351729}
{508405,-594869}
{-564155,889041}
{-148015,-578196}
{-359145,906491}
{-360865,-676543}
{-658719,195085}
{386096,166864}
{-447289,-805160}
{-812280,926107}
{-966430,-836213}
{175377,298874}
{-616487,-947300}
{-974585,-127376}
{885034,-353534}
{738687,349424}
{75990,178668}
{-73111,-783204}
{-438421,672484}
{70823,-148320}
{-695222,-220159}
{237960,340109}
{-188496,-912624}
{-251040,-668656}
{-972130,733799}
{952099,603280}
{-173417,-522817}
{-765620,487048}
{803756,-686147}
{-573242,-683210}
{-238397,244418}
{-413378,334966}
{760398,430747}
{104266,140013}
{828289,558922}
{-370967,91749}
{271676,734938}
{-322650,125154}
{532479,-568984}
{-801145,-331364}
{-972715,-829536}
{-314637,391663}
{187878,773834}
{-515054,-252066}
{-680477,150146}
{-923651,-82672}
{681871,438986}
{-555606,-600056}
{87959,-642300}
{-436140,582522}
{21547,-701362}
{-740437,-360330}
{977431,942539}
{-822776,-394210}
{-195366,-24660}
{-159043,316290}
{572808,168099}
{-29552,-632965}
{-625475,-624699}
{-806253,305323}
{-14004,-203264}
{310070,378424}
{-986168,-774907}
